,pro,con
1454,something new,no way
1455,time,tracking productivity
1456,epp benefit,people
1457,good holiday perks,people
1458,the hours,all day
1459,students,essentially the
1460,busy lives,same
1461,great benefits,no
1462,work,deadlines
1463,home,deliverables
1464,benefits,goals
1465,pay,so you
1466,work,you
1467,home pay,time
1468,good discounts,12
1469,incredible benefits,sick days
1470,good pay,year
1471,products,you
1472,company,them
1473,people,an hourly
1474,you,pay check basis
1475,about different groups,this
1476,great benefits,an hourly role
1477,great coworkers,so you
1478,good,child
1479,skills,you
1480,,the job
1481,three stars,more flexibility
1482,two,they
1483,you,it
1484,it,they
1485,you,you
1486,you,organization secrets
1487,something,apple
1488,good pay,general
1489,flexible schedule,this job
1490,training,it
1491,great people,literally anywhere
1492,great company,any communication
1493,they,there
1494,great company,no options
1495,top notch pay,home
1496,facilities,even an open workspace
1497,environment,the office
1498,great environment,you
1499,pay,laptop
1500,benefits,you
1501,retail,desktop
1502,great people,an uncomfortable desk
1503,great culture,management
1504,benefits,the flexibilities
1505,retail,this day
1506,excellent health plans,they
1507,cool merchandise discounts,you
1508,soft apple shirts,they
1509,home,feedback
1510,there,they
1511,good amount,communication
1512,flexibility,managers
1513,that,everyone
1514,the work,meeting
1515,the world,all the technology
1516,good work experience,us
1517,money,this
1518,flexible hours,managers
1519,caring management,they
1520,teamwork,any answers
1521,given,any work problems
1522,coworkers,they
1523,you,the dark
1524,they,we
1525,stocks,none
1526,big,everything
1527,benefits,it
1528,teams,good work life balance
1529,free food day,the hours
1530,some truly great coworkers,lot
1531,good benefits,interaction
1532,decent employee discount,people
1533,great,it
1534,no gossip,remote job
1535,discounts,shifts
1536,customers,lack
1537,amazing company,communication
1538,lot,management
1539,opinion leaders,very
1540,lot,environment
1541,cool facilities,you
1542,competitive salary apple,great health benefits
1543,worldwide renown name,some managers
1544,startup culture,others
1545,big organization,terrible
1546,reasonable pay,group
1547,healthcare,manager
1548,detailed training,people manager skills
1549,flexible shift times,respect
1550,those,the ac
1551,college,there
1552,great discount,no cons
1553,the products,there
1554,awesome,some good
1555,you,those
1556,full time,reach
1557,the benefits,scheduling
1558,great pay,time
1559,benefits,process improvement suggestions
1560,great culture,management
1561,awesome training,delays
1562,growth,time
1563,refresh,availability requests
1564,apple,the expectations
1565,perks,the work
1566,product discount,the work
1567,401k,you
1568,travel,breaks
1569,business class,lunch
1570,others,it
1571,you,crunch time
1572,steve jobs,you
1573,market,it
1574,cash,too big
1575,resources,management
1576,vendors,service
1577,benefits,infrastructure
1578,it,little transparency
1579,it,constant change
1580,4x10 work schedule,process
1581,decent,quarterly schedule changes
1582,benefits,absolute flexibility
1583,consistent tasks,personal schedules
1584,same issues,it
1585,year,there
1586,year,goals
1587,,management
1588,both,them
1589,the retail,you
1590,they,it
1591,both different beasts,part
1592,strong skills,retail hours
1593,leadership,not job
1594,team work,consistent scheduling
1595,creative thinking,limited growth within company
1596,stock,minimal
1597,you,poor
1598,lot,no room
1599,decent work life balance,career
1600,the most part,retail
1601,retail,political bias
1602,good place,heavy business psychology
1603,you,it
1604,college,retail
1605,sales,all day
1606,you,rude people
1607,bit,you
1608,chaos,no matter
1609,,it
1610,it,heavy workload
1611,earth,weekends
1612,retail,weekend
1613,apple,any other retail job
1614,an awesome company,it
1615,this role,apple
1616,it,the only way
1617,,you
1618,healthcare stock options,friends
1619,positive work environment,the management team
1620,diversity discount,you
1621,amazing teammates,you
1622,job,management
1623,other things,you
1624,first job,you
1625,good managers,it
1626,this,some managers
1627,an overall amazing company,good managers
1628,amazing,micromanagement
1629,benefits,the point
1630,growth opportunities,they
1631,freedom,you
1632,new ideas,no jobs
1633,it,usa matter
1634,the management team,apple
1635,they,lots
1636,employees,words
1637,the benefits,team work
1638,an apple employee,collaboration
1639,,words
1640,vision,more money
1641,dental,work life balance
1642,employee discounts,the weekends
1643,more,usual
1644,too,crazy customers
1645,the flexibility,the impossible
1646,work hours,highly political
1647,the support,good managers
1648,quality,enough management
1649,tuition reimbursement benefits,great customer service
1650,part time employee,specific sales
1651,united health care,scheduling
1652,full time,the hours
1653,any apple campus,weeks
1654,great management,mondays
1655,purposeful work,apple
1656,team friendly environment,you
1657,part time,days
1658,good pay,row
1659,transparent managers,
1660,people,several times
1661,operations,
1662,business ops,work
1663,roles,
1664,you,row
1665,excellent benefits,one day
1666,plenty,days
1667,vacation time,wild inequity
1668,employment,perks
1669,device launches,cafeterias
1670,fun,functions
1671,you,market
1672,joy,newer employees
1673,most,long timers
1674,the time,no market adjustment
1675,positive energy,salary
1676,most,investment
1677,good benefits,enterprise tools
1678,decent pay,manual work
1679,stock options,exec team
1680,pay,an ivory tower
1681,tech,the teams
1682,great benefits,less
1683,good team,careerist
1684,intensive training,little infrastructure
1685,great benefits,internal development
1686,pto,mobility
1687,kincare,no qualms
1688,sick time,external candidates
1689,insurance,internal
1690,401k,generally poor
1691,stocks,balance
1692,great atmosphere,life event
1693,lot,eg
1694,leader,parental leave
1695,very good hourly pay,better
1696,amazing employer benefits,silicon valley
1697,an lgbt individual,companies
1698,great stock options,this area
1699,cons,the regular retail stresses
1700,regular employee surveys,various metrics
1701,cons,meetings
1702,great benefits,the job
1703,talented coworkers,you
1704,nice office,product operations
1705,flexibility,you
1706,annual tuition reimbursement,one way
1707,family,another
1708,discounts,
1709,insurances,suppliers
1710,there,asia
1711,this company,exec reviews
1712,flexibility,preparation
1713,great set schedule,exec reviews
1714,no changes,this
1715,retail job,the culture
1716,pay,the way
1717,the higher end,life
1718,perks,apple
1719,discounts,employees
1720,partner discounts,some stages
1721,work,life
1722,you,balance work
1723,apple,much improvement
1724,the recruiting org,this respect
1725,flexible schedule,years
1726,great pay,the problem
1727,the best company,the leadership
1728,excellent brand building,most retail jobs
1729,marketing,the hours
1730,great benefits,nothing
1731,competitive pay,all
1732,great benefits,it
1733,flexible work schedule,employee discount
1734,incentives,retail
1735,customer service,inconsistent hours
1736,remote work,poor employee
1737,tools,development
1738,people,you
1739,apple,the bs
1740,great team,you
1741,people,secrecy
1742,good benefits package,fetish
1743,tuition reimbursement,hr
1744,college students,the product side
1745,opportunities,there
1746,skills,change
1747,technical specialist,the sake
1748,you,change
1749,great people,the type
1750,genuinely impact,change
1751,great benefits,functionality
1752,great company,nights
1753,helpful co workers,people
1754,the creative culture,work environment
1755,apple,extra task
1756,fun work,job requirement favoritism
1757,talented coworkers,not much room
1758,questions,growth
1759,good benefits,not much room
1760,stock options,growth
1761,campus,the next achievement
1762,team environment,lot
1763,apple,time
1764,an amazing company,raise
1765,great creative people,new position
1766,great health insurance,technology
1767,primo campus,it
1768,lots,people
1769,freebies,it
1770,great benefits,that way
1771,environment,stress
1772,it,angry customers
1773,fun,you
1774,times,long hours
1775,friendly staff,increase
1776,benefits,quota
1777,healthcare,decrease
1778,stocks,pay year
1779,leadership roles,year
1780,training,mind
1781,,boring retail
1782,the company,retail
1783,wonderful environment,you
1784,team,it
1785,great benefits,inefficient store setup
1786,upbeat environment,processes
1787,no,good job
1788,supportive team members,dimwitted people
1789,leaders,even managers
1790,great staff,meetings
1791,work evnironment,it
1792,healthy team,everyone
1793,environment,one
1794,it,brain cell
1795,cv booster,they
1796,sorts,personal life
1797,nice people,repeat
1798,,the same stale processes
1799,great pay,technical questions
1800,tuition reimbursement,customers
1801,best people,they
1802,,you
1803,great networking skills,they
1804,great supervisors,they
1805,great pay,they
