,pro,con
1446,lot area,lack
1447,you,transparency
1448,excellent people,times
1449,inclusive environment,
1450,ability,tools
1451,great total pay,microsoft
1452,benefits,others
1453,relaxing,the industry
1454,great benefits,hierarchy
1455,ceo,lot
1456,great company values,red tapism
1457,good people,salary
1458,most,super
1459,them,all
1460,the company,limited avenues
1461,whole,growth
1462,microsoft,
1463,some,some teams
1464,the best benefits,others
1465,some,there
1466,the smartest people,no way
1467,such an inspiring mission,you
1468,helping customers,compensation
1469,it,big company
1470,great company,it
1471,that,work kind
1472,you,slow
1473,industries,call
1474,it,all day
1475,lifetime career,certain days
1476,the same thing,times
1477,awesome,some groups
1478,you,politics
1479,the smartest people,large pockets
1480,competitive package,the
1481,one,modern day diversity
1482,the best,many
1483,industry benefits,microsoft
1484,medical,
1485,dental,times
1486,technology,there
1487,great people,lot
1488,good managers,red tape
1489,smart team,each decision
1490,fun work,hours
1491,benefits,meetings
1492,intelligent,it
1493,amazing benefits,you
1494,great work,the job
1495,life balance,others
1496,trust,you
1497,reputation,it
1498,product offerings,the faint
1499,market,heart
1500,share,this
1501,benefits,you
1502,culture,all day
1503,flexibility,meetings
1504,job satisfaction,nothing
1505,people,you
1506,name brand,the rest
1507,good pay,others
1508,great benefits,that work
1509,managers,best practices
1510,there,teams
1511,firm alarm,deadlines
1512,we,work life balance
1513,three kinds,compensation
1514,the peach sobe,average
1515,the best,top tier
1516,,experience
1517,it,every team
1518,,metrics
1519,motorcycle,bad manager
1520,,you
1521,,bad time
1522,that,everyone
1523,excellent resources,touch
1524,people,none
1525,great position,
1526,the cloud,overhead
1527,tons,layers
1528,momentum,management
1529,talented ses,metrics
1530,the culture,the wahoo
1531,,money
1532,place,internal job
1533,microsoft,stocks
1534,flexible hours,hours
1535,teams,holiday season
1536,the company,it
1537,good people,seattle
1538,good product,rainy city
1539,lot,it
1540,the field,dont
1541,,it
1542,the culture,thanks
1543,the people,god
1544,we,ego
1545,,other disciplines
1546,attitude,servants
1547,the benefits,good place
1548,great benefits,hardware
1549,new,few years
1550,skills,lousy place
1551,work life balance,career
1552,opportunities,push lob contact
1553,growth,little effort
1554,world,tools
1555,microsoft,sales teams
1556,great environment,the pay
1557,pm,sales
1558,great team,the company
1559,same goal,value designers
1560,great benefits,this culture
1561,the brand equity,none
1562,microsoft,
1563,design impact,
1564,certain business divisions,company
1565,the company,the shuffle
1566,great benefits,you
1567,benefits,expectations
1568,healthcare,the top
1569,hsa,the environment
1570,office ammenities,times
1571,the perks,progress
1572,everyone,this
1573,you,the team
1574,community,none
1575,friends,
1576,customer focus,teams
1577,few limitations,large company
1578,customers,different teams
1579,concerns,overworked
1580,process,most decisions
1581,opportunity,reaction
1582,advanced technologies,strategic planning
1583,much pressure,strong diversity
1584,great work life balance,the company
1585,friendly people,some people
1586,safe work environment,this
1587,great open source opportunities,strategy
1588,modern tech,misdirected management overlapping functionality
1589,tools,teams
1590,you,redundancy
1591,the right teams,shots
1592,it,market
1593,excellent benefits,knowledge
1594,good work life balance,promotion
1595,everyone,opportunities
1596,the planet,average
1597,more,tech
1598,culture,business side
1599,environment,diversity
1600,projects,an extreme
1601,pay,campus
1602,club benefit,the city
1603,great salary,you
1604,havent work,downtown
1605,long,political nature
1606,benefits,the company
1607,plenty,unclear reward
1608,talented coworkers,every thing
1609,company,the manager
1610,difference,the road
1611,the world,not
1612,great benefits,culture
1613,great people,you
1614,fun technology,bureaucracy
1615,experienced people,low career development
1616,you,not open
1617,employee,more modern definitions
1618,friendly,engineering
1619,focus,expectation
1620,execution,long hours
1621,well oiled machine,you
1622,great work,part
1623,life,the retail organization
1624,balance,you
1625,great benefits,different
1626,benefits,corporate microsoft
1627,work life balance,the retail organization
1628,career options,corporate
1629,dynamic,an external
1630,freedom,in
1631,you,they
1632,very,the interview process
1633,people,mistakes
1634,pay,this moment
1635,benfits,
1636,smart people,any cons
1637,brand,the glass ceiling
1638,name,retail
1639,increasingly accepting,corp
1640,good benefits,really big
1641,good culture,organization
1642,good products,network
1643,customers,slow pace
1644,it,recent years
1645,good benefits,tendency
1646,good culture,the latest bandwagon
1647,good products,product
1648,customers,culture
1649,it,management mantra
1650,wonderful culture,seattle
1651,intellectual curiosity,the decisions
1652,so you,you
1653,the world,work pressure
1654,people,management decision
1655,technology,this
1656,satya nadella,big company
1657,the course,lots
1658,the company,bureaucratic
1659,the energy,everyone
1660,awesome great benefits stocks,better idea
1661,the rise,the same problem
1662,mature culture,developers
1663,xbox,same process
1664,tech,external candidate
1665,,whiteboard problems
1666,satya nadella leadership,all
1667,new opportunities,different team
1668,msft,the company
1669,phenomenal job,performance evaluation
1670,satya,
1671,approach,you
1672,developing business applications,me
1673,azure,exercise
1674,common data model,teams
1675,,constant fear
1676,this,job
1677,increased insights,undesirable role
1678,customers,too much pressure
1679,it complexity,low work life balance
1680,spider web integrations,too much pressure
1681,applications,low work life balance
1682,pay,lots
1683,top notch,decision
1684,investment,the corporate center
1685,chicago,interesting role
1686,detroit,the field
1687,cleveland,great relationships
1688,support,region
1689,local engagement,hq
1690,key customers,legacy processes
1691,mtc,people
1692,training center,annoying software
1693,model,office
1694,local customer engagement,diverse
1695,training,it
1696,good windows systems,work
1697,no virus,typical
1698,excellent cafeteria,everyone
1699,google,some cumbersome systems
1700,great company,processes
1701,work life balance,long onboarding
1702,leadership development,process
1703,company culture,asp
1704,great prestige,net senior developer position
1705,high reward opportunity,they
1706,growth,javascript
1707,leaders,it
1708,more time,you
1709,thinkgood company,the ease
1710,,lot
1711,perks,microaggressions
1712,,network
1713,the leading tech companies,you
1714,good team work environment,there
1715,good benefits,cult mentality
1716,work life balance,you
1717,flexible great benefits opportunity,you
1718,impact,services
1719,great benefits,si
1720,many opportunities,you
1721,growth,new grads
1722,free certifications,company
1723,tuition reimbursement,
1724,etc,dog
1725,general,lot
1726,work lift balance,travel
1727,microsoft hiring bar,some
1728,you,pro
1729,chances,serious clients
1730,lot,the pace
1731,smart people,work
1732,work environment,no cons
1733,pay,bureaucracy
1734,great,loudest voice
1735,culture,retail
1736,the finance rotation program,corporate position
1737,opportunities,politics
1738,all,career
1739,the world,the mall
1740,different offices,retail associate
1741,career,tiresome
1742,growth,long way
1743,placement,retail organization
1744,finance,no cons
1745,product management,all
1746,corp dev roles,
1747,extremely competitive salary,there
1748,the best benefits,no cons
1749,frequent interaction,this job
1750,the cfo,no vision
1751,it,the css organisation
1752,great experience,complicated system
1753,work life balance,new hires
1754,top priority,complicated system
1755,work,new hires
1756,talented people,performance model
1757,great company,some interesting behaviors
1758,work,less competitive pay
1759,talented people,other tech company
1760,great company,package
1761,great benefits,new grads
1762,lots,comparison
1763,resources,other companies
1764,you,the number
1765,good,stock levels
1766,other tech company,two
1767,great culture,it
1768,satya,charter conflicts
1769,lots,some processes
1770,people,review process
1771,good,little
1772,work,times
1773,life,little artificial
1774,balance,you
1775,big tech company,the right thing
1776,lot,work environment
1777,opportunities,the number
1778,microsoft,stock levels
1779,another company,two
1780,huge scale,it
1781,hard problems,charter conflicts
1782,autonomy,some processes
1783,success,review process
1784,there,little
1785,inclusive,times
